Unnamed: 0,RecipeId,Name,CookTime,PrepTime,TotalTime,RecipeIngredientParts,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeInstructions
159639,237456,Spring Rolls,20.0,20.0,40,"c(""ground pork"", ""spring onions"", ""Chinese cabbage"", ""carrot"", ""corn kernels"", ""bean sprouts"", ""soy sauce"", ""chili sauce"")",93.5,4.2,1.4,12.0,216.8,9.7,1.1,0.9,4.8,"c(""Heat oil in a wok."", ""Add mince and stir-fry until browned."", ""Add vegetables and sauces and stir-fry for 2 minutes or until tender.  Set aside to cool for 5 minutes and drain the liquid."", ""Beat lightly the egg white."", ""Place 1 heaped tablespoon of mixture along the corner of 1 spring roll sheet."", ""Brush edges with egg white.  Roll up the sheet from the corner, folding in the edges to enclose the filling."", ""Repeat with remaining mixture and sheets."", ""Place spring rolls on an oven tray lined with baking paper.  Spray with oil."", 
""Cook in a very hot oven (240C) for 20 minutes or until golden."", ""Serve with dipping sauce, like sweet chilli or similar."")"
159810,237687,Chicken Curry,0.0,30.0,30,"c(""chicken"", ""butter"", ""onions"", ""kashmiri chili powder"", ""ground fennel"", ""ginger powder"", ""tomatoes"", ""cloves"", ""cardamoms"", ""water"")",611.4,42.1,10.9,172.5,173.3,12.4,3.3,6.0,44.9,"c(""Fry the chicken in hot oil for 5 minutes to seal. Remove from pan."", ""In the same oil, saute onions until golden brown in color. Add the chilli powder, fennel seeds and ginger powder. Stir well and season with salt."", ""Add tomatoes to the pan. Stir in cloves and cardamoms. Cook for 5 minutes before adding water/ stock. Bring to a boil."", ""Return chicken to the pan and simmer over a gentle flame until tender."", ""Serve hot with paranthas n onion salad."")"
171391,253657,Pancakes,10.0,5.0,15,"c(""milk"", ""vanilla"", ""butter"", ""egg"", ""flour"", ""sugar"", ""salt"", ""baking powder"")",425.1,19.6,11.7,111.2,940.5,52.9,1.1,17.2,8.6,"c(""Sift together the dry ingredients."", ""In a separate bowl, mix the milk, vanilla, melted butter and egg."", ""Slowly blend the liquid ingredients with the dry, just until all ingredients are moist. Do NOT overstir!"", ""Allow batter to rest for five minutes."", ""For prettiest results, cook pancakes on 325' griddle."", ""NOTE: Added 9/6/2008: After reading a couple of reviews that had their pancakes turn out \""crepe-like,\"" I realized that I had left out one important caveat from the original recipe: THE BAKING POWDER MUST BE FRESH!  For a number of years, I puzzled over why sometimes this recipe turned out beautifully fluffy pancakes. .and other times they just lay on the griddle, thin and disappointing."", 
""I finally figured out that it was determined by the age of the baking powder I was using. (I had two canisters in my cabinet. one week the pancakes turned out wonderful. the next thin and flat. finally the little light came on in my head.so, some of us are slower than others!) So, if your baking powder is older than a year, you may very well end up with crepes. newer than that, you should be good!"", ""IMPORTANT: I mistyped the original recipe to show 1/2 cup sugar - that was wrong! :) It should be 1/4 cup sugar. Even if you double the recipe, the sugar only goes up to about 1/3 cup.""
)"
171688,254092,French Toast,0.0,10.0,10,"c(""eggs"", ""milk"", ""sugar"", ""vanilla"", ""cinnamon"")",260.6,8.1,2.8,217.2,430.6,34.2,1.4,9.0,11.4,"c(""In a shallow dish, beat together eggs, milk, sugar, vanilla and cinnamon until well blended."", ""Heat a buttered skillet over medium heat until just hot enough to sizzle a drop of water.  One slice at a time, dip bread into egg mixture on each side.  Place bread in hot pan, cook on both sides about 4 minutes each side or until golden brown, and no visible liquid remains."", ""Serve immediately.  Syrup, fresh fruit slices and confectioners sugar sprinkled on top are optional."")"
177021,261480,Butter Chicken,25.0,30.0,55,"c(""yogurt"", ""lemon juice"", ""ground cumin"", ""ground coriander"", ""cayenne pepper"", ""garam masala"", ""ground turmeric"", ""garlic"", ""ginger"", ""kosher salt"", ""boneless skinless chicken breasts"", ""lime"", ""butter"", ""ghee"", ""cashews"", ""onion"", ""cumin seeds"", ""chile"", ""garlic clove"", ""tomato puree"", ""heavy cream"", ""fresh coriander"")",425.5,21.4,9.0,134.6,715.1,14.7,1.9,4.4,44.5,"c(""Combine yogurt, lemon juice, cumin, coriander, cayenne, garam masala, turmeric, garlic, ginger and salt (to taste) in a medium bowl."", ""In a re-sealable bag, add chicken and cover with yogurt marinade. Seal bag and toss to coat chicken. Refrigerate for at least 2 hours, or overnight."", ""Preheat grill or oven to 400 degrees (200 Celsius). Cook until juices run clear, about 20-25 minutes. Finish with a generous squeeze of fresh lime juice. Set aside."", ""In a high-sided sauté pan, heat butter or ghee over medium-high heat. Add onions and cook until translucent. Add garlic, cumin seeds and minced chili and cook until fragrant. Add tomato purée and cashew paste. Season with salt, stir and lower heat to a simmer. Add cream and simmer for 2-3 minutes."", 
""Chop grilled chicken into bite-sized chunks and add to sauce. Stir to coat chicken with sauce and simmer on low for 20-25 minutes or until chicken is fully warmed. Garnish with chopped coriander leaves."")"
177779,262553,Aloo Methi,30.0,20.0,50,"c(""potatoes"", ""tomatoes"", ""salt"", ""turmeric powder"", ""red chili powder"", ""cumin seed"", ""onion"")",223.5,7.4,1.0,0.0,25.8,36.6,5.9,5.5,5.2,"c(""Heat oil and add onion and fry till golden. Add cumin seeds and dry red chilies."", ""When cumin seeds are done and chilies turn brown add salt, turmeric, chili powder and chopped tomato. Sauté foe a moment.Add methi and 1 cup water and cook on a medium flame.till done and till water is fully absorbed."", ""Now add potatoes and 1/2cup water and mix well. Cook till potatoes are  done."")"
183310,270403,Aloo Tikki,60.0,0.0,60,"c(""potatoes"", ""red chili powder"", ""turmeric"", ""salt"", ""mint"")",249.8,0.8,0.2,0.0,690.2,55.3,6.7,2.8,6.7,"c(""Wash,boil and mash the potatoes."", ""To the mashed potatoes add the bread slices which are dipped in water and then immediately squeezed ,red chilli powder,haldi,salt,coriander and mint chopped."", ""Mix everything together."", ""Make 10 balls from the mixture."", ""Shape the balls into cutlets."", ""Heat a non stick frying pan."", ""Grease it with 2tbsp oil."", ""Now place the prepared cutlets in the pan."", ""and shallow fry till they are golden brown."", ""on both sides."", ""Serve the hot tikkis with ketchup.""
)"
183971,271292,Pancakes,20.0,15.0,35,"c(""flour"", ""sugar"", ""baking powder"", ""baking soda"", ""salt"", ""cinnamon"", ""milk"", ""egg"", ""butter"", ""vanilla"")",536.2,25.9,12.0,153.4,1255.6,60.8,1.8,6.9,13.7,"c(""Combine flour, sugar, baking powder and soda, salt and cinnamon."", ""Add wet ingredients."", ""Heat pan/skillet.  Put oil in the pan."", ""Pour 1/4 cup of batter cook first side for 2 mins, flip and cook 1 min more."", ""For blueberry pancakes, add 1/2 cup blueberries to the batter."")"
193923,285147,Pancakes,10.0,5.0,15,"c(""egg"", ""flour"", ""milk"", ""butter"", ""margarine"", ""sugar"", ""baking powder"", ""salt"", ""blueberries"", ""banana"", ""applesauce"", ""whole wheat flour"")",614.7,20.6,4.8,118.6,1225.9,96.9,5.7,22.2,14.2,"c(""Beat egg with hand beater until fluffy,."", ""Beat in remaining ingredients just until smooth."", ""Pour 3 Tbsp onto hot griddle for each pancake."")"
194351,285745,Butter Chicken,20.0,15.0,35,"c(""butter"", ""onion"", ""ginger"", ""garlic"", ""chili powder"", ""turmeric"", ""cinnamon"", ""tomatoes"", ""tomato paste"", ""brown sugar"", ""salt"", ""pepper"", ""light sour cream"", ""cilantro"")",534.1,32.0,12.8,165.0,551.6,17.3,2.9,9.2,44.0,"c(""Melt butter in skillet."", ""Add garlic and onions. Fry 2-3 minute."", ""Add rest of ingredients down to chicken. Simmer on low for 10 minute."", ""Add chicken and creams and simmer 5 minute."", ""Serve over rice and garnish with cilantro."")"
197408,290046,Pancakes,15.0,10.0,25,"c(""flour"", ""baking soda"", ""salt"", ""sugar"", ""eggs"", ""milk"", ""plain yogurt"", ""butter"")",260.0,7.7,4.2,80.6,597.0,37.8,1.1,4.2,9.2,"""Sift flour, soda, salt and sugar together, set aside. Beat eggs until light, add to flour mix. Add milk and yogurt. Beat until smooth and free of lumps. Pour desired sized cake onto hot griddle, and cook until brown underneith, flip. and brown other side."""
198009,290852,French Toast,5.0,3.0,8,"c(""egg"", ""soymilk"", ""butter"", ""maple syrup"")",414.0,16.6,7.0,231.7,533.7,51.5,2.8,21.4,15.7,"c(""Beat egg and milk together."", ""Cut the bread into two triangles."", ""Heat the butter in a frying pan."", ""Soak each slice of bread in the egg mixture, first on one side, then the other and place in the hot pan."", ""Cook both sides until golden. Drain on absorbent paper."", ""Serve on a warmed plate and drizzle with maple syrup."", ""Sprinkle with cinnamon sugar."", ""Enjoy!"")"
202301,296773,Chicken Tikka,20.0,120.0,140,"c(""boneless skinless chicken breast"", ""gingerroot"", ""garlic"", ""chili powder"", ""ground turmeric"", ""salt"", ""plain yogurt"", ""lemon juice"", ""fresh cilantro"", ""lime"")",180.2,5.6,1.3,68.5,671.9,4.8,0.8,1.7,27.2,"c(""In a large bowl, mix the chicken cubes, ginger, garlic, chili powder, turmeric, salt, yogurt, lemon juice, and coriander. Leave to marinate in a cool place for at least 2 hours, or in the refrigerator over night."", ""Place the chicken on a grill tray or in a flame proof dish lined with foil, and baste with oil."", ""Preheat the grill to medium. Grill the chicken for 15-20 minutes until fully cooked, turning and basting 2-3 times. Serve with lime wedges."")"
203554,298471,French Toast,0.0,2.0,2,"""irish cream""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"""Combine in a shot glass."""
203612,298556,Spring Rolls,7.0,30.0,37,"c(""flour"", ""water"", ""garlic"", ""ginger"", ""carrots"", ""celery ribs"", ""napa cabbage"", ""snow peas"", ""soy sauce"", ""oyster sauce"", ""black pepper"")",560.6,49.4,6.4,2.2,380.6,27.0,2.0,2.0,3.9,"c(""Add flour and water together and mix to create a paste. This will act as a glue for spring roll wrappers. Reserve."", ""In a wok over high heat add the oil, garlic, ginger, carrots, red pepper, yellow pepper, celery, cabbage and snow peas. Sauté for 2 - 3 minutes."", ""Add the soy sauce, oyster sauce and black pepper."", ""Continue to sauté a further 2 minutes."", ""Remove from wok and allow to cool in a strainer set over a bowl."", ""Do not press on mixture, allow to drain for approximately 20 minutes."", 
""Separate a spring roll skin and lay on a dry surface with one of the points facing towards you. Place a heaping 1/2 cup of filling about 1/2 inch in from the point."", ""Fold the point over the filling and pull in the filling to make it tight."", ""Tuck the flap under the filling and roll the skin on it once,"", ""Take the triangles of wrap that have formed on either side and fold them, as if making an envelope."", ""The wrap is now a long rectangle with a point at the bottom. Roll the stuffed end as tightly as possible until on the triangle at the bottom is left unrolled. Spread a little flour/water paste then continue to roll to seal off."", 
""Heat vegetable oil in wok to 375ºF."", ""Add spring rolls 3 at a time as to not over crowd."", ""Deep fry until golden brown, approximately 7 minutes."", ""Remove and drain on paper towels."", ""Serve hot with apricot ginger sauce."")"
205151,300667,Bread,60.0,120.0,180,"c(""whole wheat flour"", ""honey"", ""salt"", ""gluten"")",173.1,4.3,0.6,0.0,234.9,31.0,4.5,4.8,5.2,"""mix and bake."""
206063,301911,Chicken Tikka,20.0,120.0,140,"c(""boneless skinless chicken breasts"", ""gingerroot"", ""garlic"", ""chili powder"", ""cumin powder"", ""ground turmeric"", ""salt"", ""lemon juice"", ""lime"")",205.1,6.5,1.1,77.3,97.0,5.3,1.1,1.0,31.3,"c(""In a large bowl, mix the chicken cubes, ginger, garlic, chili powder, turmeric, salt and lemon juice. Leave to marinate in a cool place for at least 2 hours, or in the refrigerator over night."", ""Place the chicken on a grill tray or in a flame proof dish lined with foil, and baste with oil."", ""Preheat the grill to medium. Grill the chicken for 15-20 minutes until fully cooked, turning and basting 2-3 times. Serve with lime wedges."")"
206522,302571,Paratha,20.0,15.0,35,"c(""wheat flour"", ""salt"", ""water"")",511.6,28.7,4.3,0.0,4.0,58.1,9.8,0.3,11.0,"c(""Mix flour salt & required water to make a dough consistency.Rub oil over & knead it soft .Let it rest for an hour."", ""With a help of a rolling pin take a lemon sized dough ."", ""Roll it to a a small round  & apply some oil to it."", ""Fold into two  again fold the same. Start rolling to form a triangle."", ""Heat a flat pan ,when it gets hot add the paratha and let it cook for a minute."", ""When it starts to get small bubbles turn around & add a small teasp of oil around the paratha. When the brown spots appear take it out & keep it in an in a covered box & serve.""
)"
209601,306866,French Toast,8.0,11.0,19,"c(""egg"", ""milk"", ""cinnamon"", ""vanilla extract"", ""butter"", ""margarine"")",280.4,12.4,5.7,204.6,390.0,29.6,1.9,2.4,12.2,"c(""Crack and Mix egg in a bowl."", ""Add the milk, cinnamon and the extract in bowl."", ""Mix together."", ""Heat a skilliet with the butter, on medium heat."", ""Dip BOTH sides of the bread in the egg mixture."", ""Then fry each side for 4 minutes."", ""Repeat the the second bread."", ""Serve."")"
209669,306961,French Toast,10.0,5.0,15,"c(""eggs"", ""milk"", ""brown sugar"", ""ground cinnamon"", ""butter"")",268.8,11.1,5.4,180.7,301.4,32.8,3.4,11.4,10.8,"""Mix eggs, milk, sugar, and cinnamon in a bowl. Beat well so that it is well mixed. Heat skillet on medium and add a teaspoon of butter. Soak bread slices and place in skillet once butter is melted. Fry until it is brown and flip to brown other side."""
212058,310282,Chicken Tikka,60.0,5.0,65,"c(""roasting chicken"", ""tomato puree"", ""curry powder"", ""garlic cloves"", ""tamarind juice"", ""salt"", ""chili pepper"", ""sugar"")",254.4,21.9,4.7,53.5,51.2,1.3,0.3,0.2,12.8,"c(""Combine tomato puree, curry powder, garlic, salt, pepper, and 3 T oil."", ""Rub the chicken outside and inside with this mixture and leave it for about 1 hour for the flavor to penetrate the meat."", ""Grill or roast the chicken until nicely browned and tender. On a spit is ideal."", ""Serve with a sauce made by combining the tamaarind juice with enough seasoning to give a pleasantly sharp swet-sour flavor."")"
216109,315970,Palak Paneer,15.0,40.0,55,"c(""frozen chopped spinach"", ""yellow onion"", ""turmeric powder"", ""cumin powder"", ""coriander powder"", ""ginger paste"", ""garlic"", ""tomatoes"", ""salt"", ""paneer cheese"", ""fenugreek seeds"", ""fresh lemon juice"", ""water"")",187.6,12.9,7.8,30.5,507.0,15.9,6.3,5.1,7.2,"c(""Defrost frozen spinach into warm water."", ""Sauté onion, fenugreek leaf, salt into 1-2 tablespoons of clarified butter or oil until onion is translucent."", ""Then add ginger paste, chopped garlic, cumin, coriander, turmeric powder, chopped tomatoes and jalapeños and reduce heat."", ""Let it simmer slowly in a medium heat."", ""Add defrosted spinach with water, cover and simmer on low heat for approximately 20 to 30 minutes."", ""Add paneer to spinach (fry it if desired)."", ""Remove from the heat and serve.""
)"
218669,319456,Chicken Tikka,10.0,5.0,15,"c(""plain yogurt"", ""tomato puree"", ""curry powder"", ""paprika"", ""lemon juice"", ""salt"", ""lemon"")",153.8,2.5,0.9,68.5,232.3,6.0,2.3,1.4,27.7,"c(""Combine yogurt, tomato puree, curry powder, paprika, lemon juice and salt in a bowl; stir well."", ""Place chicken tenders in a medium bowl. Pour yogurt mixture over chicken; stir to coat."", ""Thread chicken onto skewers and grill 8 to 10 minutes or until no longer pink in center, turning frequently."", ""If desired, remove chicken from skewers. Squeeze lemon wedges over chicken just before serving. Serve with lentil pilaf."")"
220799,322442,Pancakes,20.0,10.0,30,"c(""eggs"", ""buttermilk"", ""plain flour"", ""bicarbonate of soda"", ""baking powder"", ""caster sugar"")",720.2,31.7,5.3,99.1,1008.9,92.7,2.1,32.6,16.3,"c(""Beat eggs, milk and oil in a large bowl."", ""In a seperate bowl sift baking powder, bicarb soda, sugar and flour."", ""Add dry ingredients to wet and whisk until well combined."", ""Heat a non-stick frypan over moderate heat and spray lightly with cooking spray, or melt 1/2 tsp of butter in the pan instead."", ""Pour in 1/4 of the mixture and cook until bubbles appear on the top, and flip."", ""Cook the other side until golden brown."", ""Repeat with remaining mixture."", ""Serve."")"
226015,329693,French Toast,5.0,0.0,5,"c(""soymilk"", ""flour"", ""nutritional yeast flakes"", ""sugar"", ""artificial sweetener"", ""vanilla"", ""salt"", ""nutmeg"")",110.3,2.1,0.4,0.0,364.9,18.5,3.0,2.6,5.6,"c(""Mix all the ingredients (except the bread slices) in a shallow bowl."", ""• Dip the bread slices into the soy-milk mixture and cook, either on a nonstick griddle until browned on both sides or on a greased cookie sheet in a 400°F oven until golden on both sides, turning once."")"
227930,332370,Spring Rolls,4.0,15.0,19,"c(""bamboo shoot"", ""mung bean sprouts"", ""carrot"", ""green cabbage"", ""scallions"", ""chicken broth"", ""oyster sauce"", ""sugar"", ""cornstarch"", ""egg"", ""plum sauce"")",734.5,74.6,9.8,19.3,217.7,15.7,1.2,2.3,3.3,"c(""Prepare filling: Heat oil in a wok. Add meat and stir-fry briefly (until cooked through, if raw). Add vegetables and stir-fry about 2 minutes. Combine chicken broth, oyster sauce, sugar, and cornstarch. Add to wok and stir-fry until sauce thickens. Let filling cool before filling spring rolls (refrigerate if you're in a hurry)."", ""To prepare each spring roll: Position one wrapper like a diamond with one point facing you. Place about 2 tablespoons of filling in a log shape across the bottom about 2\"" from the lowest corner. Fold the bottom corner up over the filling and tuck it behind the filling. Roll the packet up once to enclose the filling securely. Moisten the three remaining corners of the wrapper with beaten egg. Fold the left and right corners to the center and press down firmly to seal, forming an envelope. Finish rolling up, sealing the top corner. Repeat with remaining packets."", 
""(Spring rolls may be prepared a few hours ahead and refrigerated, covered with plastic wrap, until ready to cook. Make sure they do not touch each other or the dough will stick together.) In a deep-fryer or wok, heat 4 cups of oil to 360 -375 degrees F. Deep-fry spring rolls a few at a time, until crisp and golden. Drain on paper towels. Serve the spring rolls hot, whole or cut in thirds, with plum sauce as a dip."")"
231121,336784,Aloo Gobi,10.0,5.0,15,"c(""cauliflower"", ""potatoes"", ""ginger paste"", ""onion"", ""chopped tomato"", ""green chilies"", ""salt"", ""cumin seeds"", ""turmeric powder"", ""chili powder"", ""allspice"")",227.8,3.9,0.7,0.0,104.8,44.5,11.5,11.9,9.4,"c(""fry onion in oil until golden brown."", ""add ginger paste , sliced potatoes , cauliflower florets ."", ""simmer for 2 minutes .add tomatoes , cumin seeds , salt , tumeric powder , chilli powder .and all spice."", ""cover it with lid and cook for 7 minutes."")"
231190,336875,Pancakes,3.0,0.0,3,"c(""milk"", ""egg"", ""sugar"", ""salt"", ""baking powder"", ""flour"")",280.7,7.1,2.2,49.5,473.4,45.4,1.3,6.5,8.2,"""In a medium sized bowl, put the milk, egg, oil, and sugar. Beat well with a fork or wire whisk. Add the salt, baking powder ad flour. Beat again, mixing until the batter is smooth. Cook on a hot, well oiled griddle or skillet. Use about 1/4 cup of batter per pancake. Heat up your skillet and melt a sponful of margarine or bacon grease in it. When the fat is almost smoking, drop in about 1/4 cup of batter. As it cooks, little bubbles will form around the edges of the pancake. The top will begin to dry out a little too. When the top is beginning to dry out, and the surface has plenty of bubbles on it, turn the pancake and cook the other side. Brown it well and lay it in a plate. Repeat until all of the batter is used up."""
231699,337598,French Toast,5.0,5.0,10,"c(""eggs"", ""milk"", ""cinnamon"", ""nutmeg"", ""sugar"")",291.2,9.0,3.7,152.3,417.5,39.5,1.6,6.0,12.5,"""In a pie plate, combine the eggs and milk. Beat well. Add the cinnamon, nutmeg and sugar and beat again. Dip the bread into the egg mixture. Turn to coat both sides of each slice. Fry the french toast until the underside is golden brown. Turn and brown the remaining side. Continue this process until al of the bread has been prepared."""
232610,338877,Pancakes,20.0,10.0,30,"c(""flour"", ""baking powder"", ""salt"", ""egg"", ""milk"")",76.3,2.1,0.8,14.7,218.1,12.2,0.4,0.1,2.0,"c(""Mix flour, baking powder, salt."", ""Beat eggs and lard."", ""Add wet mix to dry."", ""Add enough milk to make a semi-thick dough."")"
232817,339161,Butter Chicken,30.0,10.0,40,"c(""boneless skinless chicken breasts"", ""butter"", ""onion"", ""cinnamon"", ""garlic"", ""ginger"", ""turmeric"", ""chili powder"", ""tomato with juice"", ""tomato paste"", ""low-fat plain yogurt"")",409.7,20.4,6.9,92.6,495.1,24.8,5.7,13.0,34.8,"c(""Trim and cut the chicken into small cubes, cover and set aside."", ""Slice the onions into thin wedges."", ""Heat a large saucepan or frying pan and melt 2 to 3 tablespoons of butter until it is frothy."", ""Add onions and cinnamon to the pan and fry lightly."", ""When the onions are soft, stir in crushed garlic and ginger. Then add turmeric, chili powder and coriander, and saute over  medium heat.  The spices are fried first to release their maximum flavor and this really enhances the dish."", ""Add cubed chicken and saute stirring constantly until the chicken has turned white."", 
""Add ground almonds, tomatoes and tomato paste. Mix thoroughly."", ""Cover and simmer for 20 to 30 minutes."", ""Add the yogurt and heat through."")"
235090,342368,Waffles,0.0,10.0,10,"c(""flour"", ""milk"", ""eggs"", ""salt"", ""baking powder"", ""butter"")",296.6,12.7,7.3,93.7,313.5,36.3,1.1,0.2,9.2,"""Sift dry ingredients in bowl.  Add milk to beaten yolk.  Add to flour mixture."""
236592,344574,French Toast,10.0,5.0,15,"c(""eggs"", ""milk"", ""sugar"", ""vanilla"", ""cinnamon"")",427.4,11.6,3.9,284.7,586.7,62.1,3.2,16.7,17.7,"c(""Whisk eggs until frothy."", ""Add all other ingredients except bread.  Whisk together well."", ""Heat griddle over medium heat."", ""Dip both sides of bread in egg mixture and place on griddle."", ""Turn after a few minutes."", ""Continue turning until desired doneness is reached."")"
237954,346527,Pancakes,20.0,20.0,40,"c(""egg"", ""skim milk"", ""margarine"", ""flour"", ""sugar"", ""baking powder"", ""salt"")",95.9,3.3,0.7,23.9,299.9,13.6,0.4,1.5,3.0,"""mix it up, make some pancakes :]."""
238671,347565,French Toast,10.0,5.0,15,"c(""eggs"", ""evaporated milk"", ""sugar"", ""vanilla"", ""cinnamon"", ""nutmeg"")",219.3,5.3,2.4,84.3,192.4,36.3,0.6,21.2,6.7,"c(""Beat eggs slightly. Add milk, sugar, vanilla, cinnamon and nutmeg."", ""Dip bread slices, one at a time, into batter,allowing each to soak well. Spray pan with oil and fry on each side until brown."", ""Serve hot. (can be made ahead of time and warmed in microwave)."")"
242485,352826,Chicken Wings,30.0,15.0,45,"c(""chicken wings"", ""fresh ginger"", ""Tabasco sauce"", ""mirin"", ""lemon juice"", ""sugar"", ""rice vinegar"")",644.1,36.3,10.2,174.8,301.7,35.0,0.0,33.7,41.8,"c(""Preheat oven to 350 degrees."", ""Combine all ingredients and pour half of the mix over the wings."", ""Cover the wings with aluminum foil and bake for 30 minutes."", ""Remove aluminum foil and broil on high heat until liquid is thick and sticky."")"
244242,355236,Rice,30.0,3.0,33,"c(""long-grain rice"", ""water"")",675.2,1.2,0.3,0.0,16.4,147.9,2.4,0.2,13.2,"""Put rice and water in a deep saucepan. Do not cover. Bring water to a boil over high heat. Turn down to medium heat and cook rice for 10 minutes. Cover and simmer for 20 minutes or until all water has been absorbed."""
245118,356461,Aloo Gobi,60.0,10.0,70,"c(""olive oil"", ""onion"", ""fresh coriander"", ""green chili peppers"", ""cauliflower"", ""potatoes"", ""canned tomatoes"", ""cumin seed"", ""sea salt"", ""garlic cloves"", ""fresh ginger"", ""turmeric"", ""flax seeds"", ""garam masala"", ""water"")",224.3,9.0,1.2,0.0,550.0,33.4,7.9,9.1,6.6,"c(""Sweat onion and cumin seed in oil until translucent in large frying pan (with cover for later)."", ""Add fresh coriander, tumeric, ground flax and minced chili."", ""Mix in tomatoes, garlic and ginger to make a smooth sauce."", ""Add potatoes, cauliflower  and water."", ""Stir gently to coat."", ""Simmer in covered pan for 30 minutes."", ""Stir in garam masala."", ""Let sit covered for 10 minutes."", ""Garnish with fresh coriander and serve over brown basmati rice."")"
245905,357553,French Toast,8.0,0.0,8,"c(""eggs"", ""milk"", ""molasses"", ""salt"")",282.2,8.7,3.3,194.5,413.0,38.5,1.2,9.7,12.1,"""Beat eggs, salt and molasses together.  Dip slices of bread, covering each slice thoroughly with mixture.  Fry until golden brown."""
248180,360709,Chicken Curry,20.0,30.0,50,"c(""boneless skinless chicken breast"", ""red onion"", ""celery"", ""red curry paste"", ""light coconut milk"", ""fish sauce"", ""brown sugar"", ""ginger"", ""garlic"", ""broccoli"", ""mushroom"", ""water chestnut"", ""bean sprouts"", ""green onion"", ""cornstarch"")",147.1,2.3,0.5,48.8,601.8,13.3,1.9,7.9,18.4,"c(""Start cooking the rice."", ""Cut chicken breasts into small cubes and sautee with onion and celery.  Remove and set aside."", ""Add coconut milk to pan and heat for several minutes, then add red curry paste, simmer medium for 5 minutes."", ""Add fish sauce brown sugar, chicken stock, ginger and garlic.  Simmer medium 5-7 minutes."", ""Add the chicken and veggies, bring back up to a simmer and continue simmering for another 5 minutes."", ""We like our veggies bright & crisp, so if you want veggies cooked more, add them first and the chicken later."", 
""Serve over rice."", ""Garnish individual servings with soy bean sprouts and chopped green onion.   Do not add the sprouts to the pan; only on individual servings."")"
249604,362746,French Toast,10.0,15.0,25,"c(""vanilla beans"", ""sugar"", ""heavy cream"", ""Grand Marnier"", ""eggs"")",131.8,4.1,1.2,141.0,216.9,17.1,0.6,5.5,6.1,"c(""A day in advance, slice the crusts off the bread, cut each slice in half diagonally, and let them dry on a rack while you prepare the other ingredients."", ""If your vanilla bean isn't 1/4 inches thick, moist, and full of seeds, use a longer piece.  Preferably, pound the bean to shreds with the sugar in a mortar and pestle -- otherwise, cut it up in small bits.  Combine everything in a blender at low speed, further chopping the bean fragments."", ""Arrange the bread slices in a single layer in a tightly-closeable container just large enough to hold them (about 8 x 6 inches).  Strain the liquid over them, pressing hard to squeeze everything out of the bits of vanilla bean.  Let stand at room temperature until most of the liquid is absorbed, then drain off the rest into a cup and pour it slowly back over the bread.  Refrigerate overnight; it will keep for several days."", 
""At serving time, pan-fry 2 slices per serving in 1 teaspoon butter, starting on medium heat and turning the burner down so the slices cook through slowly to a rich golden brown; for the second side, the burner should be on low.  Serve with maple syrup, a berry puree, or even simply a sprinkle of powdered sugar."")"
250678,364269,Waffles,15.0,15.0,30,"c(""eggs"", ""milk"", ""flour"", ""baking powder"", ""salt"", ""sugar"", ""vanilla"", ""butter"")",434.5,17.5,10.0,152.4,704.2,56.3,1.4,13.9,11.5,"c(""Beat eggs and stir in sugar, milk, and vanilla."", ""Combine dry ingredients and add to egg mixture."", ""Stir in melted butter."", ""Cook in waffle iron according to directions (approx 2 min each)."")"
251278,365122,Pancakes,10.0,10.0,20,"c(""flour"", ""sugar"", ""egg"", ""baking powder"", ""salt"", ""milk"", ""canola oil"", ""apples"", ""chocolate chips"")",327.3,10.4,3.3,50.9,266.4,48.2,1.4,5.2,9.6,"c(""Heat griddle/stovetop to 375 degrees Fahrenheit."", ""Mix dry ingredients (flour, sugar, baking powder, and salt) in a medium-sized bowl."", ""Beat egg thoroughly."", ""Mix together egg and oil."", ""Add egg mixture to dry ingredients and mix thoroughly."", ""Add milk and mix until relatively smooth."", ""Add chocolate chips, blueberries, banana, and/or apple to batter, if so desired."", ""Scoop pancake batter onto griddle/pan (I like to use a 1/4 cup to scoop it, so I have a nice size.)."", ""Put on a plate when inside is solid, serve warm. Keep in a warm oven on a plate if not serving immediately.""
)"
